"mouse_num","tumor","mouse_tumor","necropsy_file_comments","strain","virus","tyr_cre_status","gender","dob","injection_date","tumor_noticed","behavior_noticed","death_date","end_date","mri_imaging_date","age_of_tumor_onset","age_of_behavior_onset","age_at_death","tumor_locations","tumor_grade_post_h_e","notes","injected_by","mouse_num_tag","mouse_tag","age_death_cap"
28208,"T1","28208 T1","extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?)","N-TVA:: Pten f/f; H11LSL-Cas9; Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","M",2021-10-12,2021-10-14,2021-12-04,NA,2021-12-22,2021-12-22,NA,53,NA,71,"Glioblastoma, Gliosarcoma?",NA,"extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?)","RH","28208-11","11",69
28525,NA,NA,NA,"N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"F",2021-11-11,2021-11-13,NA,2021-12-28,2021-12-28,2021-12-28,NA,NA,47,47,"intracranial",NA,"Probable intracranial tumor; sacked for left side paralysis and trouble breathing. Frontal lobe was caved in (from tumor)? Unable to isolate tumor separately so took entire brain, as well as lungs, liver.",NA,"28525-00","00",45
28526,NA,NA,NA,"N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"F",2021-11-11,2021-11-13,2022-03-01,NA,2022-03-07,2022-03-07,NA,110,NA,116,"brain, optic nerve",NA,"Swollen brain, blood in the skull prior to skull incision, large tumor under brain attached to optic nerve. Bulging eyeball",NA,"28526-01","01",114
28527,NA,NA,NA,"N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"F",2021-11-11,2021-11-13,2022-01-06,NA,2022-01-20,2022-01-20,NA,56,NA,70,"extracranial",NA,"Large head tumor, skull was friable but there was no evidence of invasion into the brain from the head tumor",NA,"28527-03","03",68
28528,NA,NA,NA,"N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"F",2021-11-11,2021-11-13,2022-03-10,NA,2022-03-23,2022-03-23,NA,119,NA,132,"brain",NA,"Swollen brain, watery and soft. Lungs and liver looked healthy.",NA,"28528-10","10",130
28529,NA,NA,NA,"N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"F",2021-11-11,2021-11-13,2022-02-23,2022-02-23,2022-02-28,2022-02-28,NA,104,104,109,"brain, extracranial",NA,"Swollen brain, blood in the skull prior to skull incision. Glioma, tumor was so large that there was a change of shape to the skull, and paralysis present",NA,"28529-11","11",107
28530,NA,NA,NA,"N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"M",2021-11-11,2021-11-13,NA,2022-01-04,2022-02-15,2022-02-15,NA,NA,54,96,"brain",NA,"Glioma, no tumor visible but paralysis present. Swollen brain, blood in the skull prior to skull incision",NA,"28530-00","00",94
28531,NA,NA,NA,"N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"M",2021-11-11,2021-11-13,NA,2022-01-25,2022-02-15,2022-02-15,NA,NA,75,96,"brain",NA,"Swollen brain, blood in the skull prior to skull incision. Brain was incredibly soft, difficult to remove",NA,"28531-01","01",94
28532,NA,NA,NA,"N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"M",2021-11-11,2021-11-13,NA,2022-01-04,2022-01-13,2022-01-13,NA,NA,54,63,"brain",NA,"no obs. Tumor, paralyzed",NA,"28532-03","03",61
28708,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","F",2021-12-01,2021-12-03,NA,NA,2022-06-07,2022-06-07,2022-04-28,NA,NA,188,NA,NA,"no evidence of tumor","RH","28708-00","00",151
28709,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","M",2021-12-01,2021-12-03,NA,2022-04-05,2022-06-07,2022-06-07,2022-04-28,NA,NA,188,NA,NA,"no evidence of tumor","RH","28709-00","00",151
28710,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","M",2021-12-01,2021-12-03,NA,2022-04-05,2022-06-07,2022-06-07,2022-04-28,NA,NA,188,NA,NA,"no evidence of tumor","RH","28710-01","01",151
28780,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","F",2021-12-06,2021-12-07,NA,2022-01-03,2022-06-07,2022-06-07,2022-04-28,NA,NA,183,NA,NA,"slightly hunched back but no evidence of tumor","RH","28780-00","00",151
28781,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","M",2021-12-06,2021-12-07,NA,NA,2022-06-07,2022-06-07,2022-04-28,NA,NA,183,NA,NA,"no evidence of tumor","RH","28781-00","00",151
28782,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","M",2021-12-06,2021-12-07,NA,NA,2022-06-07,2022-06-07,2022-04-28,NA,NA,183,NA,NA,"no evidence of tumor","RH","28782-01","01",151
28783,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","M",2021-12-06,2021-12-07,NA,NA,2022-06-07,2022-06-07,2022-04-28,NA,NA,183,NA,NA,"no evidence of tumor","RH","28783-03","03",151
28784,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","M",2021-12-06,2021-12-07,NA,NA,2022-06-07,2022-06-07,2022-04-28,NA,NA,183,NA,NA,"no evidence of tumor","RH","28784-10","10",151
29161,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","F",2022-01-18,2022-01-20,NA,2022-03-15,2022-03-15,2022-03-15,NA,NA,56,56,NA,"NED but check pathology?","Lost weight, extreme hunchback, head twitching, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found","RE","29161-00","00",151
29162,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","F",2022-01-18,2022-01-20,NA,2022-03-15,2022-03-15,2022-03-15,NA,NA,56,56,NA,"NED but check pathology?","Lost weight, mild hunchback, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found. Enlarged optic nerve","RE","29162-01","01",151
29163,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","M",2022-01-18,2022-01-20,NA,NA,2022-06-21,2022-06-21,2022-05-18,NA,NA,154,NA,NA,"no evidence of tumor","RE","29163-00","00",151
29164,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","M",2022-01-18,2022-01-20,NA,NA,2022-06-21,2022-06-21,2022-05-18,NA,NA,154,NA,NA,"squishy brain","RE","29164-01","01",151
29165,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","M",2022-01-18,2022-01-20,NA,NA,2022-06-21,2022-06-21,2022-05-18,NA,NA,154,NA,NA,"no evidence of tumor","RE","29165-10","10",151
29166,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","M",2022-01-18,2022-01-20,NA,NA,2022-06-21,2022-06-21,2022-05-18,NA,NA,154,NA,NA,"no evidence of tumor","RE","29166-11","11",151
29385,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","F",2022-02-09,2022-02-10,NA,NA,2022-07-09,2022-07-09,2022-06-09,NA,NA,NA,NA,NA,NA,"RE","29385-00","00",151
29386,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","F",2022-02-09,2022-02-10,NA,NA,2022-07-09,2022-07-09,2022-06-09,NA,NA,NA,NA,NA,NA,"RE","29386-01","01",151
29387,"B","29387 B","small bump on the head noticed 3/29/22. head bulge, hunched back, ruffled fur. Upon necropsy, likely from hydrocephalus. Brain was like a deflated balloon, and fluid flowed from the skull upon dissection.","N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","M",2022-02-09,2022-02-10,2022-03-29,NA,2022-04-05,2022-04-05,NA,48,NA,55,"brain","Infiltrating Astrocytoma","small bump on the head noticed 3/29/22. head bulge, hunched back, ruffled fur. Upon necropsy, likely from hydrocephalus. Brain was like a deflated balloon, and fluid flowed from the skull upon dissection. Will submit to histology for confirmation","RE","29387-00","00",54
29388,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","M",2022-02-09,2022-02-10,NA,2022-04-04,2022-07-09,2022-07-09,2022-06-09,NA,54,NA,NA,NA,NA,"RE","29388-01","01",151
29389,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","M",2022-02-09,2022-02-10,NA,2022-04-04,2022-06-10,2022-06-10,2022-06-09,NA,54,121,NA,NA,NA,"RE","29389-10","10",151
29390,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","M",2022-02-09,2022-02-10,NA,2022-04-05,2022-06-10,2022-06-10,2022-06-09,NA,55,121,NA,NA,NA,"RE","29390-11","11",151
29397,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","F",2022-02-10,2022-02-10,NA,NA,2022-07-10,2022-07-10,2022-06-10,NA,NA,NA,NA,NA,NA,"RE","29397-00","00",151
29398,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","F",2022-02-10,2022-02-10,NA,NA,2022-07-10,2022-07-10,2022-06-10,NA,NA,NA,NA,NA,NA,"RE","29398-01","01",151
29399,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","F",2022-02-10,2022-02-10,NA,NA,2022-07-10,2022-07-10,2022-06-10,NA,NA,NA,NA,NA,NA,"RE","29399-03","03",151
29400,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","F",2022-02-10,2022-02-10,NA,NA,2022-07-10,2022-07-10,2022-06-10,NA,NA,NA,NA,NA,NA,"RE","29400-10","10",151
29401,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","F",2022-02-10,2022-02-10,NA,NA,2022-07-10,2022-07-10,2022-06-10,NA,NA,NA,NA,NA,NA,"RE","29401-30","30",151
29403,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","M",2022-02-10,2022-02-10,NA,NA,2022-07-10,2022-07-10,2022-06-10,NA,NA,NA,NA,NA,NA,"RE","29403-00","00",151
29404,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","M",2022-02-10,2022-02-10,NA,NA,2022-07-10,2022-07-10,2022-06-10,NA,NA,NA,NA,NA,NA,"RE","29404-01","01",151
29405,NA,NA,NA,"N-TVA::H11LSL-Cas9","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","M",2022-02-10,2022-02-10,NA,NA,2022-07-10,2022-07-10,2022-06-10,NA,NA,NA,NA,NA,NA,"RE","29405-10","10",151
29406,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","F",2022-02-09,2022-02-10,NA,NA,2022-07-09,2022-07-09,2022-06-09,NA,NA,NA,NA,NA,NA,"RE","29406-10","10",151
29407,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","M",2022-02-10,2022-02-10,NA,2022-03-29,2022-04-02,2022-04-02,NA,NA,47,51,NA,NA,"ruffle fur noticed, but no obs. Tumor. found dead","RE","29407-00","00",151
29408,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","M",2022-02-10,2022-02-10,NA,2022-03-29,2022-04-03,2022-04-03,NA,NA,47,52,NA,NA,"ruffle fur noticed, but no obs. Tumor. found dead","RE","29408-01","01",151
29409,"B","29409 B","ruffled fur noticed 3/29/22, but no indication of a glioma. Found nearly dead, hunched back, sunken eyes 4/4/22","N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"M",2022-02-10,2022-02-10,NA,2022-03-29,2022-04-04,2022-04-04,NA,NA,47,53,"brain","Grade II Infiltrating Astrocytoma","ruffled fur noticed 3/29/22, but no indication of a glioma. Found nearly dead, hunched back, sunken eyes 4/4/22. Rest of litter mates were found dead.","RE","29409-10","10",53
29410,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"M",2022-02-10,2022-02-10,NA,2022-03-29,2022-04-03,2022-04-03,NA,NA,47,52,NA,NA,"ruffle fur noticed, but no obs. Tumor. found dead","RE","29410-11","11",151
29818,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","F",2022-03-23,2022-03-24,NA,2022-05-09,2022-08-20,2022-08-20,2022-07-21,NA,47,NA,NA,NA,NA,"RE","29818-00","00",151
29819,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","M",2022-03-23,2022-03-24,NA,2022-05-09,2022-08-20,2022-08-20,2022-07-21,NA,47,NA,NA,NA,NA,"RE","29819-00","00",151
29820,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","Tg/+","M",2022-03-23,2022-03-24,NA,2022-05-09,2022-08-20,2022-08-20,2022-07-21,NA,47,NA,NA,NA,NA,"RE","29820-01","01",151
29821,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","M",2022-03-23,2022-03-24,NA,NA,2022-08-20,2022-08-20,2022-07-21,NA,NA,NA,NA,NA,NA,"RE","29821-03","03",151
29822,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","M",2022-03-23,2022-03-24,NA,2022-05-09,2022-08-20,2022-08-20,2022-07-21,NA,47,NA,NA,NA,NA,"RE","29822-10","10",151
29824,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2","+/+","M",2022-03-23,2022-03-24,NA,2022-05-08,2022-05-13,2022-08-20,2022-07-21,NA,46,NA,NA,NA,NA,"RE","29824-11","11",151
30212,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"F",2022-05-09,2022-05-10,NA,NA,2022-10-06,2022-10-06,2022-09-06,NA,NA,152,NA,NA,NA,NA,"30212-00","00",151
30213,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"M",2022-05-09,2022-05-10,NA,NA,2022-10-06,2022-10-06,2022-09-06,NA,NA,152,NA,NA,NA,NA,"30213-00","00",151
30214,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"M",2022-05-09,2022-05-10,NA,NA,2022-10-06,2022-10-06,2022-09-06,NA,NA,152,NA,NA,NA,NA,"30214-01","01",151
30215,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"M",2022-05-09,2022-05-10,NA,NA,2022-10-06,2022-10-06,2022-09-06,NA,NA,152,NA,NA,NA,NA,"30215-03","03",151
30216,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"M",2022-05-09,2022-05-10,NA,NA,2022-10-06,2022-10-06,2022-09-06,NA,NA,152,NA,NA,NA,NA,"30216-10","10",151
30217,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"M",2022-05-09,2022-05-10,NA,NA,2022-10-06,2022-10-06,2022-09-06,NA,NA,152,NA,NA,NA,NA,"30217-11","11",151
30218,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"M",2022-05-09,2022-05-10,NA,NA,2022-10-06,2022-10-06,2022-09-06,NA,NA,152,NA,NA,NA,NA,"30218-30","30",151
30232,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"F",2022-05-10,2022-05-11,NA,NA,2022-10-07,2022-10-07,2022-09-07,NA,NA,152,NA,NA,NA,NA,"30232-00","00",151
30233,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"F",2022-05-10,2022-05-11,NA,NA,2022-10-07,2022-10-07,2022-09-07,NA,NA,152,NA,NA,NA,NA,"30233-01","01",151
30234,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"M",2022-05-10,2022-05-11,NA,NA,2022-10-07,2022-10-07,2022-09-07,NA,NA,152,NA,NA,NA,NA,"30234-00","00",151
30235,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"M",2022-05-10,2022-05-11,NA,NA,2022-10-07,2022-10-07,2022-09-07,NA,NA,152,NA,NA,NA,NA,"30235-01","01",151
30236,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"M",2022-05-10,2022-05-11,NA,NA,2022-10-07,2022-10-07,2022-09-07,NA,NA,152,NA,NA,NA,NA,"30236-10","10",151
30237,NA,NA,NA,"N-TVA::H11LSL-Cas9;Ink4a/Arf f/f","RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",NA,"M",2022-05-10,2022-05-11,NA,NA,2022-10-07,2022-10-07,2022-09-07,NA,NA,152,NA,NA,NA,NA,"30237-11","11",151
