mouse_num,initials,nec_date,disposition,sex,strain,sac_date,injection_date,virus,evidence_of_tumor,date_tumor_reported,dox_tx,genotype,tissue_collected,zinc_fixed,formalin_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,additional_comments,rcas_injection,injection_route,x_4,dob,t,tissue_br,tissue_optic_n,tissue_lung,tissue_liver,tumor_evidence
28200,KC,2022-01-30,"Lethargic, red discharge around eye",M,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,2022-01-30,2021-10-14,RCAS Cre-U6sgRNA-ex2-NF1,Y,1/20/22 lethargic and red discharge around eye,NA,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,T1,No,"Brain, Lungs, Liver, T1",NA,NA,NA,NA,"intracranial tumor, under left hemisphere, appears to be an optic tumor, sacked for lethargy and red discharge around eye, tumor was attached to skull, all other organs appeared normal",NA,NA,NA,2021-10-12,"Brain, Lungs, Liver, T1",1,NA,1,1,1
28526,KC,2022-03-07,"No visible head tumor, bulging eyeball,Hunched posture",F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2022-03-07,2021-10-20,RCAS Cre + RCAS proHBEGF,"Glioma, tumor was so large that there was a change of shape to the skull, tumor was attached to the optic nerve",NA,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Swollen brain, blood in the skull prior to skull incision, large tumor under brain attached to optic nerve",NA,NA,NA,2021-11-11,"Brain, Lungs, Liver",1,NA,1,1,NA
28527,KC,2022-01-20,"Large head tumor, could barely open eyes,Weight loss",F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2022-01-20,2021-10-20,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Large head tumor, skull was friable but there was no evidence of invasion into the brain from the head tumor,All other organs appeared normal",NA,NA,NA,2021-11-11,"Brain, Lungs, Liver",1,NA,1,1,1
28528,KC,2022-02-28,"Sqiunted eyes,Lack of mobility,general malaise",F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2022-03-23,2021-10-20,RCAS Cre + RCAS proHBEGF,"Potentially. Nothing visible, but symptoms consistent with glioma",NA,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Swollen brain, watery and soft. Lungs and liver looked healthy.,No primary tumor visible",NA,NA,NA,2021-11-11,"Brain, Lungs, Liver",1,NA,1,1,NA
28529,KC,2022-02-28,"Visible head tumor,Back leg paralysis",F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2022-02-28,2021-10-20,RCAS Cre + RCAS proHBEGF,"Glioma, tumor was so large that there was a change of shape to the skull, and paralysis present",NA,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Swollen brain, blood in the skull prior to skull incision",NA,NA,NA,2021-11-11,"Brain, Lungs, Liver",1,NA,1,1,NA
25549,RH,2021-05-10,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-05-10,2020-12-04,RCAS Cre,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,experimental endpoint,NA,NA,NA,2020-12-04,Brain,1,NA,NA,NA,NA
28530,RF,2022-02-15,"No visible tumor,Back leg paralysis",M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2022-02-15,2021-10-20,RCAS Cre + RCAS proHBEGF,"Glioma, no tumor visible but paralysis present",NA,NA,N-TVA::Ptenf/f;Inkf/f,,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Swollen brain, blood in the skull prior to skull incision",NA,NA,NA,2021-11-11,"Brain, Lungs, Liver",1,NA,1,1,NA
28531,RF,2022-02-15,"No visible tumor,Back leg paralysis,Stopped grooming, looked unwell",M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2022-02-15,2021-10-20,RCAS Cre + RCAS proHBEGF,"Glioma, no tumor visible but paralysis present",NA,NA,N-TVA::Ptenf/f;Inkf/f,,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Swollen brain, blood in the skull prior to skull incision,Brain was incredibly soft, difficult to remove,anatomy looked otherwise healthy",NA,NA,NA,2021-11-11,"Brain, Lungs, Liver",1,NA,1,1,NA
28532,JP,2022-01-13,No visible tumor,M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2022-01-13,2021-10-20,RCAS Cre + RCAS proHBEGF,Glioma,NA,NA,N-TVA::Ptenf/f;Inkf/f,,No,"Brain, Lungs, Liver",NA,NA,NA,No,No tumor was noted,NA,NA,NA,2021-11-11,"Brain, Lungs, Liver",1,NA,1,1,NA
28708,KC,2022-06-07,Sacked for end date,F,N-TVA::Cas9f/f,2022-06-07,2022-12-03,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted",NA,NA,NA,2021-12-01,"Brain, Lungs, Liver",1,NA,1,1,0
28709,KC,2022-06-07,Sacked for end date,M,N-TVA::Cas9f/f,2022-06-07,2021-12-03,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted",NA,NA,NA,2021-12-01,"Brain, Lungs, Liver",1,NA,1,1,0
28710,KC,2022-06-07,Sacked for end date,M,N-TVA::Cas9f/f,2022-06-07,2021-12-03,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted",NA,NA,NA,2021-12-01,"Brain, Lungs, Liver",1,NA,1,1,0
28780,KC,2022-06-07,Sacked for end date,F,N-TVA::Cas9f/f,2022-06-07,2022-12-07,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted, some hunching",NA,NA,NA,2021-12-06,"Brain, Lungs, Liver",1,NA,1,1,0
28781,KC,2022-06-07,Sacked for end date,M,N-TVA::Cas9f/f,2022-06-07,2021-12-07,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted",NA,NA,NA,2021-12-06,"Brain, Lungs, Liver",1,NA,1,1,0
28782,KC,2022-06-07,Sacked for end date,M,N-TVA::Cas9f/f,2022-06-07,2021-12-07,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted",NA,NA,NA,2021-12-06,"Brain, Lungs, Liver",1,NA,1,1,0
28783,KC,2022-06-07,Sacked for end date,M,N-TVA::Cas9f/f,2022-06-07,2021-12-07,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted",NA,NA,NA,2021-12-06,"Brain, Lungs, Liver",1,NA,1,1,0
25550,RH,2021-05-10,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-05-10,2020-12-04,RCAS Cre,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,experimental endpoint,NA,NA,NA,2020-12-04,Brain,1,NA,NA,NA,NA
28784,KC,2022-06-07,Sacked for end date,M,N-TVA::Cas9f/f,2022-06-07,2021-12-07,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"All organs appeared normal, no tumor noted",NA,NA,NA,2021-12-06,"Brain, Lungs, Liver",1,NA,1,1,0
29161,RE,2022-03-15,"Head twitching back and forth,Very hunched posture,Slow moving",F,N-TVA::Cas9f/f,2022-03-15,2022-01-20,RCAS Cre + RCAS proHBEGF,NA,NA,NA,N-TVA::Cas9f/f,,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Lost weight, extreme hunchback, head twitching, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found",NA,NA,NA,2022-01-18,"Brain, Lungs, Liver",1,NA,1,1,NA
29162,RE,2022-03-15,"lethargic, slow movement,squinted eye,hunched back",F,N-TVA::Cas9f/f,2022-03-15,2022-01-20,RCAS Cre + RCAS proHBEGF,NA,NA,NA,N-TVA::Cas9f/f,,No,"Brain, Lungs, Liver",NA,NA,NA,No,"Lost weight, mild hunchback, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found. Enlarged optic nerve",NA,NA,NA,2022-01-18,"Brain, Lungs, Liver",1,NA,1,1,NA
29163,KC,2022-06-21,Sacked for end date,M,N-TVA::Cas9f/f,2022-06-21,2022-01-20,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,"Brain, Optic Nerves",NA,NA,NA,NA,"All organs appeared normal, no tumor noted",NA,NA,NA,2022-01-18,"Brain, Optic Nerves",1,1,NA,NA,0
29164,KC,2022-06-21,Sacked for end date,M,N-TVA::Cas9f/f,2022-06-21,2022-01-20,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,"Brain, Optic Nerves",NA,NA,NA,NA,"Brain was soft, all other organs appeared normal, no tumor noted",NA,NA,NA,2022-01-18,"Brain, Optic Nerves",1,1,NA,NA,0
29165,KC,2022-06-21,Sacked for end date,M,N-TVA::Cas9f/f,2022-06-21,2022-01-20,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,"Brain, Optic Nerves",NA,NA,NA,NA,"All organs appeared normal, no tumor noted",NA,NA,NA,2022-01-18,"Brain, Optic Nerves",1,1,NA,NA,0
29166,KC,2022-06-21,Sacked for end date,M,N-TVA::Cas9f/f,2022-06-21,2022-01-20,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,"Brain, Optic Nerves",NA,NA,NA,NA,"All organs appeared normal, no tumor noted",NA,NA,NA,2022-01-18,"Brain, Optic Nerves",1,1,NA,NA,0
29387,RE,2022-04-05,,M,N-TVA::Cas9f/f;Inkf/f,2022-04-05,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1,Y,44649,NA,N-TVA::Cas9f/f;Inkf/f,,No,Brain,NA,NA,NA,NA,"head bulge, hunched back, ruffled fur. Upon necropsy, likely from hydrocephalus. Brain was like a deflated balloon, and fluid flowed from the skull upon dissection. Will submit to histology for confirmation",NA,NA,NA,2022-02-09,Brain,1,NA,NA,NA,1
29409,RE,2022-04-04,,M,N-TVA::Cas9f/f;Inkf/f,2022-04-04,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1,Y,44649,NA,N-TVA::Cas9f/f;Inkf/f,,No,"Brain, Lungs, Liver",NA,NA,NA,NA,"ruffled fur noticed 3/29/22, but no indication of a glioma. Found nearly dead, hunched back, sunken eyes 4/4/22. Rest of litter mates were found dead.",NA,NA,NA,2022-02-10,"Brain, Lungs, Liver",1,NA,1,1,1
23401,GP,2020-05-03,Broken leg; in pain/distress,M,N-TVA;Pten f/+; Ink4a/Arff/+;ATRX-f/+;H11LSL-Cas9  f/+,2020-05-03,2020-04-11,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA;Pten f/+; Ink4a/Arff/+;ATRX-f/+;H11LSL-Cas9  f/+,,No,Yes,NA,NA,NA,NA,"Leg was stuck in grate of cage, and animal was hanging by leg.,Leg broken and unable to walk.,Distress/pain noted.",Yes,Intracranial,Brain and all other organs appeared normal.,2020-04-10,Brain,1,NA,NA,NA,0
25595,RH,2021-05-10,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-05-10,2020-12-10,RCAS Cre,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,experimental endpoint,NA,NA,NA,2020-12-09,Brain,1,NA,NA,NA,NA
29385,KC,2022-07-19,Sac for end date,F,N-TVA::Cas9f/f;Inkf/f,2022-07-19,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,,No,Yes,"HCI-22-29385 ON, HCI-22-29385 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",Yes,Intracranial,NA,2022-02-09,"Brain, optic nerve",1,1,NA,NA,0
29386,KC,2022-07-19,Sac for end date,F,N-TVA::Cas9f/f;Inkf/f,2022-07-19,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,,No,Yes,"HCI-22-29386 ON, HCI-22-29386 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",Yes,Intracranial,NA,2022-02-09,"Brain, optic nerve",1,1,NA,NA,0
29338,GP,2022-07-19,Sac for end date,M,N-TVA::Cas9f/f;Inkf/f,2022-07-19,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,,No,Yes,"HCI-22-29388 ON, HCI-22-29388 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",Yes,Intracranial,NA,2022-02-09,"Brain, optic nerve",1,1,NA,NA,0
29397,KC,2022-07-19,Sac for end date,F,N-TVA::Cas9f/f,2022-07-19,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,Yes,"HCI-22-29397 ON, HCI-22-29397 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",Yes,Intracranial,NA,2022-02-10,"Brain, optic nerve",1,1,NA,NA,0
29398,KC,2022-07-19,Sac for end date,F,N-TVA::Cas9f/f,2022-07-19,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,Yes,"HCI-22-29398 ON, HCI-22-29398 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",Yes,Intracranial,NA,2022-02-10,"Brain, optic nerve",1,1,NA,NA,0
29399,KC,2022-07-19,Sac for end date,F,N-TVA::Cas9f/f,2022-07-19,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,Yes,"HCI-22-29399 ON, HCI-22-29399 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",Yes,Intracranial,NA,2022-02-10,"Brain, optic nerve",1,1,NA,NA,0
29400,KC,2022-07-19,Sac for end date,F,N-TVA::Cas9f/f,2022-07-19,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,Yes,"HCI-22-29400 ON, HCI-22-29400 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",Yes,Intracranial,NA,2022-02-10,"Brain, optic nerve",1,1,NA,NA,0
29401,KC,2022-07-19,Sac for end date,F,N-TVA::Cas9f/f,2022-07-19,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,Yes,NA,NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",Yes,Intracranial,NA,2022-02-10,"Brain, optic nerve",1,1,NA,NA,0
29403,KC,2022-07-19,Sac for end date,M,N-TVA::Cas9f/f,2022-07-19,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,Yes,"HCI-22-29403 ON, HCI-22-29403 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",Yes,Intracranial,NA,2022-02-10,"Brain, optic nerve",1,1,NA,NA,0
29404,KC,2022-07-19,Sac for end date,M,N-TVA::Cas9f/f,2022-07-19,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,Yes,"HCI-22-29404 ON, HCI-22-29404 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",Yes,Intracranial,NA,2022-02-10,"Brain, optic nerve",1,1,NA,NA,0
25596,RH,2021-05-10,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-05-10,2020-12-10,RCAS Cre,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,experimental endpoint,NA,NA,NA,2020-12-09,Brain,1,NA,NA,NA,NA
29405,KC,2022-07-19,Sac for end date,M,N-TVA::Cas9f/f,2022-07-19,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f,,No,Yes,"HCI-22-29405 ON, HCI-22-29405 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",Yes,Intracranial,NA,2022-02-10,"Brain, optic nerve",1,1,NA,NA,0
29406,KC,2022-07-19,Sac for end date,F,N-TVA::Cas9f/f;Inkf/f,2022-07-19,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,,No,Yes,"HCI-22-29406 ON, HCI-22-29406 B",NA,yes,NA,"No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",Yes,Intracranial,NA,2022-02-10,"Brain, optic nerve",1,1,NA,NA,0
29818,KC,2022-08-22,End Date,F,N-TVA::Cas9f/f;Inkf/f,2022-08-22,2022-03-24,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,,No,Yes,NA,1,yes,NA,Brain appeared normal,Yes,Intracranial,NA,2022-03-23,"Brain, Optic Nerve",1,1,NA,NA,0
29819,KC,2022-08-22,End Date,M,N-TVA::Cas9f/f;Inkf/f,2022-08-22,2022-03-24,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,,No,Yes,NA,1,yes,NA,Brain appeared normal,Yes,Intracranial,NA,2022-03-23,"Brain, Optic Nerve",1,1,NA,NA,0
29820,KC,2022-08-22,End Date,M,N-TVA::Cas9f/f;Inkf/f,2022-08-22,2022-03-24,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,,No,Yes,NA,1,yes,NA,Brain appeared normal,Yes,Intracranial,NA,2022-03-23,"Brain, Optic Nerve",1,1,NA,NA,0
29821,KC,2022-08-22,End Date,M,N-TVA::Cas9f/f;Inkf/f,2022-08-22,2022-03-24,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,,No,Yes,NA,1,yes,NA,Brain appeared normal,Yes,Intracranial,NA,2022-03-23,"Brain, Optic Nerve",1,1,NA,NA,0
29822,KC,2022-08-22,End Date,M,N-TVA::Cas9f/f;Inkf/f,2022-08-22,2022-03-24,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,,No,Yes,NA,1,yes,NA,Brain appeared normal,Yes,Intracranial,NA,2022-03-23,"Brain, Optic Nerve",1,1,NA,NA,0
30212,KC,2022-10-08,sacked for end date,F,N-TVA::Cas9f/f;Inkf/f,2022-10-07,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal,Yes,Intracranial,NA,2022-05-09,"Brain, optic nerve",1,1,NA,NA,0
30213,KC,2022-10-08,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f,2022-10-07,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal,Yes,Intracranial,NA,2022-05-09,"Brain, optic nerve",1,1,NA,NA,0
30214,KC,2022-10-08,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f,2022-10-07,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,tumor,No,Yes,NA,NA,NA,NA,"Tumor on outside of R hemisphere skull, brain appeared normal",Yes,Intracranial,NA,2022-05-09,"Brain, optic nerve, tumor",1,1,NA,NA,0
25597,RH,2021-05-10,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-05-10,2020-12-10,RCAS Cre,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,experimental endpoint,NA,NA,NA,2020-12-09,Brain,1,NA,NA,NA,NA
30215,KC,2022-10-08,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f,2022-10-07,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal,Yes,Intracranial,NA,2022-05-09,"Brain, optic nerve",1,1,NA,NA,0
30216,KC,2022-10-08,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f,2022-10-07,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal,Yes,Intracranial,NA,2022-05-09,"Brain, optic nerve",1,1,NA,NA,0
30217,KC,2022-10-08,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f,2022-10-07,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal,Yes,Intracranial,NA,2022-05-09,"Brain, optic nerve",1,1,NA,NA,0
30218,KC,2022-10-08,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f,2022-10-07,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f,,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal,Yes,Intracranial,NA,2022-05-09,"Brain, optic nerve",1,1,NA,NA,0
30232,KC,2022-10-08,sacked for end date,F,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,2022-10-07,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal,Yes,Intracranial,NA,2022-05-10,"Brain, optic nerve",1,1,NA,NA,0
30233,KC,2022-10-08,sacked for end date,F,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,2022-10-07,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal,Yes,Intracranial,NA,2022-05-10,"Brain, optic nerve",1,1,NA,NA,0
30234,KC,2022-10-08,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,2022-10-07,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal,Yes,Intracranial,NA,2022-05-10,"Brain, optic nerve",1,1,NA,NA,0
30235,KC,2022-10-08,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,2022-10-07,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal,Yes,Intracranial,NA,2022-05-10,"Brain, optic nerve",1,1,NA,NA,0
30236,KC,2022-10-08,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,2022-10-07,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal,Yes,Intracranial,NA,2022-05-10,"Brain, optic nerve",1,1,NA,NA,0
30237,KC,2022-10-08,sacked for end date,M,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,2022-10-07,2022-05-10,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA::Cas9f/f;Inkf/f;Tyr-CreTg/+,,No,Yes,NA,NA,NA,NA,Skull and brain appeared normal,Yes,Intracranial,NA,2022-05-10,"Brain, optic nerve",1,1,NA,NA,0
25598,ZL,2021-02-01,"swollen head, very sick (skinny and hunched over)",M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-02-01,2020-12-10,RCAS Cre-U6sgRNA-ex2-NF1,No,44223,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,full brain,HCI-20-25598,NA,yes,No,Brain was completely hollow and extremely swollen full of clear liquid and blood. Harvested all in one piece. No sign of tumor.,NA,NA,NA,2020-12-09,Brain,1,NA,NA,NA,0
