mouse_num,initials,nec_date,disposition,sex,strain,sac_date,injection_date,virus,evidence_of_tumor,date_tumor_reported,dox_tx,genotype,tissue_collected,zinc_fixed,formalin_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,additional_comments,rcas_injection,injection_route,x_4,dob,t,tissue_br,tissue_optic_n,tissue_lung,tissue_liver,tumor_evidence
23527,ZL,2020-07-27,Complete paralysis,M,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,2020-07-27,2020-04-23,RCAS Cre-U6sgRNA-ex2-NF1,Hollow left hemisphere maybe filled with liquid + tumor on right posterior cranial nerve,43986Slight domed head noticed,No,N-TVA:Ptenf/f;ATRXf/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-04-22,Brain,1,NA,NA,NA,NA
25695,RH,2021-03-29,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-29,2020-12-22,RCAS Cre U6 sgRNA Ex2 NF1,"limited mobility noticed, later tumor noticed on back",44270,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,and lower back tumor,No,Brain and tumor,NA,NA,NA,NA,Found dead on a Monday. No conditions noticed on Friday. Could have died over weekend.,NA,NA,NA,2020-12-19,Brain and lower back tumor,1,NA,NA,NA,NA
23528,ZL,2020-08-07,"difficulty breathing, domed head, sick",M,N-TVA:Ptenf/f;ATRX f/f;H11-Cas9f/f;Ink4a/Arff/f,2020-08-11,2020-04-23,RCAS Cre-U6sgRNA-ex2-NF1,"small tumor ontop of skull, brain looked normal",44047,No,N-TVA:Ptenf/f;ATRX f/f;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-04-22,Brain,1,NA,NA,NA,NA
23783,ZL,2020-08-10,Completely paralyzed? Animal was found dead but had weakness in legs beforehand,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-09,2020-05-24,RCAS Cre-U6sgRNA-ex2-NF1,"Brain was soft but most likely from being dead a little while, everything appeared normal",44050,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-23,Brain,1,NA,NA,NA,NA
23784,ZL,2020-09-17,Mouse was paralyzed,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-09-17,2020-05-24,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked normal no evidence of tumor on spine either,44088,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-23,brain,1,NA,NA,NA,NA
23786,ZL,2020-07-27,Completely paralyzed,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-07-27,2020-05-24,RCAS Cre-U6sgRNA-ex2-NF1,"Mushy gray tissue underneath brain surrounding cranial nerves, brain softer than normal enlarged as well",44032Slight domed head noticed,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-23,Brain,1,NA,NA,NA,NA
23787,ZL,2020-08-04,Completely paralyzed,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-04,2020-05-24,RCAS Cre-U6sgRNA-ex2-NF1,Small necrotic tumor underneath brain surrounding left cranial nerves,44042,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-23,Brain,1,NA,NA,NA,NA
23789,ZL,2020-08-13,Paralyzed,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-13,2020-05-24,RCAS Cre-U6sgRNA-ex2-NF1,brain looked normal,44039,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-23,Brain,1,NA,NA,NA,NA
23790,ZL,2020-08-13,domed head + difficulty breathing,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-13,2020-05-24,RCAS Cre-U6sgRNA-ex2-NF1,"Large tumor growing on skull, brain appeared normaln if slightly smaller.",44039,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-23,Brain,1,NA,NA,NA,NA
23791,ZL,2020-07-31,"domed head, weak/paralyzed body, difficulty breathing",F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-07-31,2020-05-24,RCAS Cre-U6sgRNA-ex2-NF1,"tumor underneath brain surrounding cranial nerves, very soft necrotic tissue surrounding brain",44039,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-23,Brain,1,NA,NA,NA,NA
23792,ZL,2020-08-13,difficulty breathing,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-13,2020-05-24,RCAS Cre-U6sgRNA-ex2-NF1,small cranial nerve tumor,44048,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-23,Brain,1,NA,NA,NA,NA
25741,RH,2021-05-21,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-05-14,2020-12-28,RCAS Cre U6 sgRNA Ex2 NF1,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,cranial nerve tumor,No,Brain,NA,NA,NA,NA,"mouse looked like it was becoming emanciated and starting to have a hunched back, upon necropsy, there was a cranial nerve tumor somewhat attched to the base of the cranial cavity, and not as attached to the brain. A part of the tumor was fixed with the brain, while another part was frozen and used for a cell line.",NA,NA,NA,2020-12-26,"Brain, cranial nerve tumor",1,NA,NA,NA,NA
23823,ZL,2020-07-21,slight domed head and complete paralysis.,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-07-21,2020-05-29,RCAS Cre-U6sgRNA-ex2-NF1,"Very large brain which accounted for domed head, large tumor underneath brain surrounding left frontal cranial nerve.",44033,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,HCI -20-23823-BR,1,Yes,NA,,Yes,intracranial,NA,2020-05-28,Brain,1,NA,NA,NA,NA
23824,RH,2020-07-16,Large tumor on front right of head,M,N-TVA:Ptenf/f;ATRX+/+;H11-Cas9f/f;Ink4a/Arff/f,2020-07-16,2020-05-29,RCAS Cre-U6sgRNA-ex2-NF1,"brain looks normal, head tumor is not attached to skin or brain",44020,No,N-TVA:Ptenf/f;ATRX+/+;H11-Cas9f/f;Ink4a/Arff/f,"head tumor, spinal cord (not intact)",NA,Yes,HCI -20-23824-BR,1,Yes,NA,"HCI-20-23824-SpCo,HCI-20-23824-HeTu",Yes,intracranial,NA,2020-05-28,"Brain, head tumor, spinal cord (not intact)",1,NA,NA,NA,NA
23826,ZL,2020-07-31,"weak/paralyzed body, difficulty breathing",F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-07-31,2020-05-29,RCAS Cre-U6sgRNA-ex2-NF1,Tumor surrounding left posterior cranial nerve,44035,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-28,Brain,1,NA,NA,NA,NA
23828,ZL,2020-08-21,"Paralyzed, slightly lopsided face",M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-21,2020-05-29,RCAS Cre-U6sgRNA-ex2-NF1,Mouse had a large tumor growing off side of body. Appeared to have originated from boony rib tissue?,44035,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-28,Brain,1,NA,NA,NA,NA
23864,ZL,2020-08-17,Healthy sacked for TVA status,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-17,2020-06-01,RCAS Cre-U6sgRNA-ex2-NF1,brain looked normal,N/A,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes as a control,NA,,Yes,intracranial,NA,2020-05-30,Brain,1,NA,NA,NA,NA
23865,ZL,2020-09-29,Experimental end date (Mistake in Cages tab about 30 days too early).,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-09-29,2020-06-01,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked perfectly normal,N/A,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-30,Brain,1,NA,NA,NA,NA
23866,ZL,2020-08-07,Weak and sickly with domed head,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-07,2020-06-01,RCAS Cre-U6sgRNA-ex2-NF1,Medium sized necrotic tumor underneath brain surrounding cranial nerves and brain.,44039,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-05-30,Brain,1,NA,NA,NA,NA
25744,RH,2021-03-26,looks normal except for large tumor on left side of head,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-26,2020-12-28,RCAS Cre U6 sgRNA Ex2 NF1,yes,44270,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,"tumor, and some white mass between the brain and the tumor.",No,"Brain, tumor, and that white mass",NA,NA,NA,NA,"Head tumor was cut off, had vein on the outside but very dense and white on the inside. Skull underneith looked rough, but couldn't tell if tumor penetrated the skull or was growing from and eye or ear canal. Had to cut the skull to remove brain, and noticed a white mass on top of the left hemesphere. It wasn't connected to it, but was indenting the brain (might be able to see the indent on H&E), not clear if this penetrated the skull or not.",NA,NA,NA,2020-12-26,"Brain, tumor, and some white mass between the brain and the tumor.",1,NA,NA,NA,1
23964,ZL,2020-09-02,Completely paralyzed,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-09-02,2020-06-18,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked perfectly normal,44075,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-06-15,Brain,1,NA,NA,NA,NA
23965,ZL,2020-09-15,Paralyzed with small tumor on back end of body,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-09-15,2020-06-18,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked perfectly normal,44088Weakness in legs noticed,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,Tumor on surrounding spine at base of tail observed. Tissue frozen and fixed,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-06-15,BrainTumor on surrounding spine at base of tail observed. Tissue frozen and fixed,1,NA,NA,NA,NA
23966,ZL,2020-10-30,Mouse was very sickly barely moving,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-10-02,2020-06-18,RCAS Cre-U6sgRNA-ex2-NF1,"Large tumor growing underneath brain, and small growth under skin on shoulder.",44089,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,tumor underneath brain as well as shoulder tumor.  tumor and shoulder tumor used to create cell lines. Frozen sample of nerve tumor as well,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-06-15,"Brain, tumor underneath brain as well as shoulder tumor. Brain tumor and shoulder tumor used to create cell lines. Frozen sample of nerve tumor as well",1,NA,NA,NA,NA
23967,ZL,2020-09-15,Sickly with tumor growing on head and large tumor groeing on hips/base of spine,F,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-09-15,2020-06-18,RCAS Cre-U6sgRNA-ex2-NF1,Necrotic tussie underneath brain,44050,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,"head tumor, spine tumorVery large tumor encasing half of spine, all of the hips and at base of tail. Head tumor as well, and necrotic tissue underneath brain",NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-06-15,"Brain, head tumor, spine tumorVery large tumor encasing half of spine, all of the hips and at base of tail. Head tumor as well, and necrotic tissue underneath brain",1,NA,NA,NA,NA
23968,ZL,2020-08-26,Mouse was fully paralyzed,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-09-08,2020-06-18,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked perfectly normal,44076,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-06-15,Brain,1,NA,NA,NA,NA
23969,ZL,2020-09-02,Completely paralyzed,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-09-02,2020-06-18,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked perfectly normal,44075,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-06-15,Brain,1,NA,NA,NA,NA
23970,ZL,2020-08-24,Tumor on head was very large and mouse was sickly,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-08-24,2020-06-18,RCAS Cre-U6sgRNA-ex2-NF1,Very large tumor growing over the skull but brain looked normal,44040,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-06-15,Brain,1,NA,NA,NA,NA
23971,ZL,2020-09-02,Completely paralyzed,M,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,2020-09-02,2020-06-18,RCAS Cre-U6sgRNA-ex2-NF1,Brain looked perfectly normal,44075,No,N-TVA:Ptenf/f;ATRX +/+;H11-Cas9f/f;Ink4a/Arff/f,,NA,Yes,NA,1,Yes,NA,,Yes,intracranial,NA,2020-06-15,Brain,1,NA,NA,NA,NA
25748,RH,2021-05-10,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-05-10,2020-12-28,RCAS Cre U6 sgRNA Ex2 NF1,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"breathing heavy, hind legs paralyzed, no observable tumor",NA,NA,NA,2020-12-26,Brain,1,NA,NA,NA,NA
25764,RH,2021-04-02,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-02,2020-12-28,RCAS Cre U6 sgRNA Ex2 NF1,"started looking lethargic, back became more arched, not moving around much and wanted to sack before it possibly dies on its own over the weekend",44286,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,and cranial nerve tumor,No,Brain and cranial nerve tumor,NA,NA,NA,NA,"Also started a cell line from the cranial nerve tumor, which looked like an enlarged mass not connected to the brain, but effecting both sides of the large cranial nerve that is under the optic nerve. Both sides were harvested as one, with a piece of both fixed. No sample was frozen.",NA,NA,NA,2020-12-28,Brain and cranial nerve tumor,1,NA,NA,NA,NA
25782,RH,2021-05-28,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-05-28,2021-12-30,RCAS Cre,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,experimental endpoint,NA,NA,NA,2020-12-29,Brain,1,NA,NA,NA,NA
25028,ZL,2021-02-01,Paralyzed,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-02-01,2020-10-14,RCAS Cre-U6sgRNA-ex2-NF1,No,1/29/2021 (paralysis),NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,full brain,HCI-20-25028,NA,yes,No,"Brain looked normal, no tumor noted anywhere on body/spinal cord.",NA,NA,NA,2020-10-13,Brain,1,NA,NA,NA,0
25783,RH,2021-05-28,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-05-28,2021-12-30,RCAS Cre,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,experimental endpoint,NA,NA,NA,2020-12-29,Brain,1,NA,NA,NA,NA
25784,RH,2021-05-28,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-05-28,2021-12-30,RCAS Cre,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,experimental endpoint,NA,NA,NA,2020-12-29,Brain,1,NA,NA,NA,NA
25785,RH,2021-05-28,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-05-28,2021-12-30,RCAS Cre,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,experimental endpoint,NA,NA,NA,2020-12-29,Brain,1,NA,NA,NA,NA
25786,RH,2021-01-27,"found dead, domed head noticed day before",M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-01-27,2020-12-30,RCAS Cre,Yes,44222,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,full brain,HCI-20-25786-11,NA,yes,No,"brain looked hollow. This is a Cre injection, so tumor is not expected. This is probably just hydrocephalus as a result of injection",NA,NA,NA,2020-12-29,Brain,1,NA,NA,NA,1
25787,RH,2021-05-28,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-05-28,2021-12-30,RCAS Cre,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,experimental endpoint,NA,NA,NA,2020-12-29,Brain,1,NA,NA,NA,NA
25788,RH,2021-05-28,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-05-28,2021-12-30,RCAS Cre,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,experimental endpoint,NA,NA,NA,2020-12-29,Brain,1,NA,NA,NA,NA
26011,RH,2021-03-26,"hind legs starting to loose mobility, would have probably become paralyzed over the weekend",M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-26,2021-01-22,RCAS Cre U6 sgRNA Ex2 NF1,hind legs were starting to become paralyzed,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,,NA,NA,NA,2021-01-20,Brain,1,NA,NA,NA,NA
26064,RH,2021-03-18,"large head tumor, no other symptoms",F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-18,2020-10-19,RCAS Cre-U6-sgRNA-NF1-Ex2,Yes,44265,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,and head tumor,No,Brain and head tumor,NA,NA,NA,NA,"Brain appears normal, head tumor is outside of the skull, one piece was frozen, one piece was used to create a cell line, and the rest of the head tumor was fixed.",NA,NA,NA,2020-10-19,Brain and head tumor,1,NA,NA,NA,1
26274,RH,2021-05-26,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-05-26,2020-12-22,RCAS Cre U6 sgRNA Ex2 NF1,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,spine tumor,No,"Brain, spine tumor",NA,NA,NA,NA,"tumor noticed on base of spine, no other symptom or abnormality observed after necropsy, part of tumor was fixed, part was used for a cell line, and part was frozen",NA,NA,NA,2021-02-19,"Brain, spine tumor",1,NA,NA,NA,NA
24801,ZL,2021-03-05,End of experiment,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-03,2020-09-22,RCAS Cre-U6sgRNA-ex2-NF1,No,N/A,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,full brain,HCI-21-24805,NA,yes,No,No evidence of tumor,NA,NA,NA,2020-09-11,Brain,1,NA,NA,NA,0
25087,RH,2021-03-19,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-03-19,2020-10-20,RCAS Cre,No,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,,NA,NA,NA,2020-10-20,Brain,1,NA,NA,NA,0
24802,ZL,2021-03-05,End of experiment,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-03,2020-09-22,RCAS Cre-U6sgRNA-ex2-NF1,No,N/A,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,full brain,HCI-21-24805,NA,yes,No,No evidence of tumor,NA,NA,NA,2020-09-11,Brain,1,NA,NA,NA,0
24803,ZL,2021-03-05,End of experiment,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-03,2020-09-22,RCAS Cre-U6sgRNA-ex2-NF1,No,N/A,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,full brain,HCI-21-24805,NA,yes,No,No evidence of tumor,NA,NA,NA,2020-09-11,Brain,1,NA,NA,NA,0
24805,ZL,2021-03-05,End of experiment,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-03,2020-09-22,RCAS Cre-U6sgRNA-ex2-NF1,No,N/A,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,full brain,HCI-21-24805,NA,yes,No,No evidence of tumor,NA,NA,NA,2020-09-11,Brain,1,NA,NA,NA,0
24807,ZL,2021-03-05,End of experiment,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-03,2020-09-22,RCAS Cre-U6sgRNA-ex2-NF1,No,N/A,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,full brain,HCI-21-24807,NA,yes,No,No evidence of tumor,NA,NA,NA,2020-09-11,Brain,1,NA,NA,NA,0
25214,RH,2021-04-05,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-05,2020-11-06,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-05,Brain,1,NA,NA,NA,0
25215,RH,2021-04-05,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-05,2020-11-06,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-05,Brain,1,NA,NA,NA,0
25216,RH,2021-04-05,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-05,2020-11-06,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-05,Brain,1,NA,NA,NA,0
25218,RH,2021-04-05,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-05,2020-11-06,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-05,Brain,1,NA,NA,NA,0
25220,RH,2021-04-05,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-05,2020-11-06,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-05,Brain,1,NA,NA,NA,0
25221,RH,2021-04-05,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-05,2020-11-06,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-05,Brain,1,NA,NA,NA,0
25088,RH,2021-03-19,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-03-19,2020-10-20,RCAS Cre,No,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,,NA,NA,NA,2020-10-20,Brain,1,NA,NA,NA,0
