mouse_num,initials,nec_date,disposition,sex,strain,sac_date,injection_date,virus,evidence_of_tumor,date_tumor_reported,dox_tx,genotype,tissue_collected,zinc_fixed,formalin_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,additional_comments,rcas_injection,injection_route,x_4,dob,t,tissue_br,tissue_optic_n,tissue_lung,tissue_liver,tumor_evidence
25238,ZL,2021-03-03,Large head tumor,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-03-03,2020-11-06,RCAS Cre-U6sgRNA-ex2-NF1,Yes,44230,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,full brain,HCI-21-25238,NA,yes,No,"Large tumor growing on head, cell line started and tissue frozen as well as formalin fixed. Slides would be good NF1 tumor control.",NA,NA,NA,2020-11-06,Brain,1,NA,NA,NA,1
25239,RH,2021-04-05,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-04-05,2020-11-06,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-06,Brain,1,NA,NA,NA,0
25240,RH,2021-04-05,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-04-05,2020-11-06,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-06,Brain,1,NA,NA,NA,0
25241,RH,2021-04-05,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-04-05,2020-11-06,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-06,Brain,1,NA,NA,NA,0
25242,RH,2021-04-05,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-04-05,2020-11-06,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-06,Brain,1,NA,NA,NA,0
25258,RH,2021-04-05,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-04-05,2020-11-06,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-06,Brain,1,NA,NA,NA,0
25259,RH,2021-04-05,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-04-05,2020-11-06,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-06,Brain,1,NA,NA,NA,0
25261,RH,2021-04-05,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-04-05,2020-11-06,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-06,Brain,1,NA,NA,NA,0
25262,RH,2021-04-05,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-04-05,2020-11-06,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-06,Brain,1,NA,NA,NA,0
25263,RH,2021-04-05,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-04-05,2020-11-09,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-06,Brain,1,NA,NA,NA,0
25089,RH,2021-03-19,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-03-19,2020-10-20,RCAS Cre,No,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,,NA,NA,NA,2020-10-20,Brain,1,NA,NA,NA,0
25264,RH,2021-04-05,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-04-05,2020-11-09,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRXf/f,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-06,Brain,1,NA,NA,NA,0
25266,RH,2021-04-06,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-06,2020-11-09,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-07,Brain,1,NA,NA,NA,0
25267,RH,2021-04-06,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-06,2020-11-09,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-07,Brain,1,NA,NA,NA,0
25268,RH,2021-04-06,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-06,2020-11-09,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-07,Brain,1,NA,NA,NA,0
25269,RH,2021-04-06,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-06,2020-11-09,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-07,Brain,1,NA,NA,NA,0
25271,RH,2021-04-06,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-06,2020-11-09,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-07,Brain,1,NA,NA,NA,0
25272,RH,2021-04-06,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-06,2020-11-09,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-07,Brain,1,NA,NA,NA,0
25274,RH,2021-04-06,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-06,2020-11-09,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-07,Brain,1,NA,NA,NA,0
25304,RH,2021-04-09,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-09,2020-11-11,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-10,Brain,1,NA,NA,NA,0
25305,RH,2021-04-09,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-09,2020-11-11,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-10,Brain,1,NA,NA,NA,0
25090,RH,2021-03-19,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-03-19,2020-10-20,RCAS Cre,No,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,,NA,NA,NA,2020-10-20,Brain,1,NA,NA,NA,0
25307,RH,2021-04-09,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-09,2020-11-11,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-10,Brain,1,NA,NA,NA,0
25308,RH,2021-04-09,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-09,2020-11-11,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-10,Brain,1,NA,NA,NA,0
25309,RH,2021-04-09,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-09,2020-11-11,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-10,Brain,1,NA,NA,NA,0
25328,RH,2021-04-12,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-04-12,2020-11-13,RCAS Cre,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,"end of experiment, looked normal",NA,NA,NA,2020-11-13,Brain,1,NA,NA,NA,0
25501,RH,2021-04-07,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-04-07,2020-12-03,RCAS Cre U6-sgRNA NF1 Ex2,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,skin tumor,No,"Brain, skin tumor",NA,NA,NA,NA,"tumor was just above left eye and was becoming red, as if it was ulcering or becoming irritated. Upon necropsy, tumor was observed to be connected to the skin and not the skull. It may be connected to the audible nerve as part of the tumor seamed to be very close to the ear and was fixed with part of the ear. A peice of tumor was frozen and also used for a cell line.",NA,NA,NA,2020-12-02,"Brain, skin tumor",1,NA,NA,NA,0
25503,ZL,2021-03-04,"Sick and hunched over, slight domed head.",M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-04,2021-12-03,RCAS Cre-U6sgRNA-ex2-NF1,No,44259,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,full brain,HCI-21-25503,NA,yes,No,Brain was abnormally large and swollen but no clear sign of tumor tissue found.,NA,NA,NA,2020-12-02,Brain,1,NA,NA,NA,0
25505,ZL,2021-03-04,"Foun dead, must have died th enight before.",M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-04,2021-12-03,RCAS Cre-U6sgRNA-ex2-NF1,"No, domed head noticed when still alive-swollen brain but found dead so hard to tell.",44246,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,full brain,HCI-21-25505,NA,yes,No,Brain was in good condition but hard to tell if swelling was present. Slight domed head noticed when animal was alive.,NA,NA,NA,2020-12-02,Brain,1,NA,NA,NA,NA
25690,RH,2021-04-13,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-13,2020-12-22,RCAS Cre U6 sgRNA Ex2 NF1,yes,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,"mouse is showing signs of partial paralysis on 4/7. Head is tilted to one side, but still able to move around. Could have gone longer, but no sense risking mouse dying on own. Necropsy showed bulge in left top of skull, under the left side of brain looked to be a glioma, attached a little to the base of the cranial cavity and partially attached to the brain, sort of mushy, cut some off to freeze and make cell line from as well as fixed the rest with the brain",NA,NA,NA,2020-12-19,Brain,1,NA,NA,NA,1
25691,RH,2021-04-07,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-07,2020-12-22,RCAS Cre U6-sgRNA NF1 Ex2,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"hind legs were paralyzed, back was hunched as a sign mouse was dehydrating and falling ill",NA,NA,NA,2020-12-19,Brain,1,NA,NA,NA,0
25692,RH,2021-04-12,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-12,2020-12-22,RCAS Cre U6-sgRNA-Ex2 NF1,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,"T1, T2",No,"Brain, T1, T2",NA,NA,NA,NA,"passed Friday health check, but found dead on Mon. After necropsy, a tumor was visable around right ear (T1) connected to the skull and separate from the skin. A second tumor is seen lower on the neck (T2) it is smaller. Tumors were fixed, brain was fixed too but mushy since this mouse was found dead.",NA,NA,NA,2020-12-19,"Brain, T1, T2",1,NA,NA,NA,0
25091,RH,2021-03-19,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-03-19,2020-10-20,RCAS Cre,No,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,,NA,NA,NA,2020-10-20,Brain,1,NA,NA,NA,0
25694,RH,2021-04-09,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-09,2020-12-22,RCAS Cre U6-sgRNA NF1 Ex2,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,mushy mass under brain,No,"Brain, mushy mass under brain",NA,NA,NA,NA,"mouse was loosing mobility in hind legs and I didn't want to chance it over the weekend. I noticed a mass of tissue under the brain, not sure if it was an enlarged cranial nerve or that ""necrotic"" tissue Zia noticed before. Growing that tissue as a cell line, but too small for fixing it or freezing it as well",NA,NA,NA,2020-12-19,"Brain, mushy mass under brain",1,NA,NA,NA,0
25742,RH,2021-04-05,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-05,2021-12-28,RCAS Cre U6 sgRNA Ex2 NF1,yes,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,cranial nerve tumor,No,Brain cranial nerve tumor,NA,NA,NA,NA,"partially paralyzed, small mass could be part of cerebellum or could be a tumor, only did FFPE with it",NA,NA,NA,2020-12-26,"Brain, cranial nerve tumor",1,NA,NA,NA,1
25743,ZL,2021-03-17,Sacked to tumor size,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-17,2021-12-28,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,full brain,HCI-21-25743,NA,yes,No,Massive tumor encasing head. Brain unremovable. Cryo sample collected and cell line started,NA,NA,NA,2020-12-26,Brain,1,NA,NA,NA,1
25745,RH,2021-04-12,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-12,2020-12-28,RCAS Cre U6-sgRNA-Ex2 NF1,no,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,"T1, T2",No,"Brain, T1, T2",NA,NA,NA,NA,"only partially paralyzed, but looked very emanciated, so had to sack, small white spot on top center of skull (T1), not sure if that is anything, but fixed it anyway. Tumor was visible around the base of the spine, cross section of the spine was fixed (with bone), and piece of tumor was made into a cell line.",NA,NA,NA,2020-12-26,"Brain, T1, T2",1,NA,NA,NA,0
25747,RH,2021-04-13,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-15,2020-12-28,RCAS Cre U6 sgRNA Ex2 NF1,yes,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"loosing mobility in hind legs 4/12, not fully paralyzed, but looking worse, with urine stains on fur, upon necropsy - normal looking brain, no spine tumors, enlarged bladder, possibly suffering from some infection or blockage",NA,NA,NA,2020-12-26,Brain,1,NA,NA,NA,1
25766,ZL,2021-03-03,paralysis,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-03,2021-12-28,RCAS Cre-U6sgRNA-ex2-NF1,Maybe,44225,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,full brain,HCI-21-25766,NA,yes,No,Brain was completely hollow and filled with liquid. Mouse sacked due to paralysis,NA,NA,NA,2020-12-28,Brain,1,NA,NA,NA,NA
25767,ZL,2021-03-17,paralyzed,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-17,2021-12-28,RCAS Cre-U6sgRNA-ex2-NF1,No,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,full brain,HCI-21-25767,NA,yes,No,Brain looked normal,NA,NA,NA,2020-12-28,Brain,1,NA,NA,NA,0
26007,RH,2021-04-13,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-13,2021-01-22,RCAS Cre U6 sgRNA Ex2 NF1,yes,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,spinal cord tumor,No,"Brain, spinal cord tumor",NA,NA,NA,NA,"nothing noticed around brain, but mouse was partially paralized in hind legs and had a spinal cord tumor around the base of the spine, cut some tumor to freeze and grow cell line from, also fixed section of tumor and spine (will need to decalcify if submitting for histology)",NA,NA,NA,2021-01-20,"Brain, spinal cord tumor",1,NA,NA,NA,1
26008,RH,2021-06-08,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-06-08,2021-01-22,RCAS Cre U6 sgRNA Ex2 NF1,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"R eye partially closed, and starting to loose mobility in hind legs, no sign of tumor upon necropsy",NA,NA,NA,2021-01-20,Brain,1,NA,NA,NA,NA
25092,RH,2021-03-19,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-03-19,2020-10-20,RCAS Cre,No,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,,No,Brain,NA,NA,NA,NA,,NA,NA,NA,2020-10-20,Brain,1,NA,NA,NA,0
26009,RH,2021-03-30,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-29,2021-01-22,RCAS Cre U6 sgRNA Ex2 NF1,large head tumor,44270,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,and head tumor,No,Brain and head tumor,NA,NA,NA,NA,"Mouse was healthy in all aspects except for head tumor that was reaching 2cm. Brain and tumor were FFPE, part of tumor was also frozen and used to grow a cell line from.",NA,NA,NA,2021-01-20,Brain and head tumor,1,NA,NA,NA,NA
26010,RH,2021-04-13,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-13,2021-01-22,RCAS Cre U6 sgRNA Ex2 NF1,yes,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,spinal cord tumor,No,"Brain, spinal cord tumor",NA,NA,NA,NA,"nothing noticed around brain, but mouse was partially paralized in hind legs and had a spinal cord tumor around the base of the spine, cut some tumor to freeze and grow cell line from, also fixed section of tumor and spine (will need to decalcify if submitting for histology)",NA,NA,NA,2021-01-20,"Brain, spinal cord tumor",1,NA,NA,NA,1
26013,RH,2021-04-13,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-13,2021-01-22,RCAS Cre U6 sgRNA Ex2 NF1,yes,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"showing partial paralysis on 4/12, decided to sack next day to avoid risk of finding dead, little nub in front of brain, not sure if anything though, normal looking everywhere else including spine.",NA,NA,NA,2021-01-20,Brain,1,NA,NA,NA,1
26014,RH,2021-04-12,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-12,2021-01-22,RCAS Cre U6-sgRNA-Ex2 NF1,yes,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,T1,No,"Brain, T1",NA,NA,NA,NA,"severly paralized to where it looks like it couldn't control bowel movements or urination, noticed on a Monday, but looked fine when it was last looked at on a Friday. Upon necropsy, brain looks normal, huge tumor around the base of the spinal cord, some of the tumor was frozen, used to make a cell line, and fixed.",NA,NA,NA,2021-01-20,"Brain, T1",1,NA,NA,NA,1
26022,RH,2021-04-01,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-04-01,2021-01-22,RCAS Cre U6 sgRNA Ex2 NF1,tumor on head above left eye,44270,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,and head tumor,No,Brain and head tumor,NA,NA,NA,NA,"Head tumor did not appear to grow out from eye or ear, was separate from the skin, attached to the skull, no vasculature except on the periphery. Attached to the brain, but not by much is a small ball right at the front of it. That ball was preserved as well, but may or may not make it into the slides. Mouse was healthy in all aspects except for head tumor that was reaching 2cm. Brain and tumor were FFPE, part of tumor was also frozen and used to grow a cell line from.",NA,NA,NA,2021-01-20,Brain and head tumor,1,NA,NA,NA,NA
26023,RH,2021-05-10,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,2021-05-10,2021-01-22,RCAS Cre U6 sgRNA Ex2 NF1,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,head tumor,No,"Brain, head tumor",NA,NA,NA,NA,"bump on head noticed 4/23/21, sacked when it was big enough to harvest for a cell line, fix, and freeze",NA,NA,NA,2021-01-20,"Brain, head tumor",1,NA,NA,NA,NA
26024,ZL,2021-03-17,Sacked for tumor size,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-03-17,2021-01-22,RCAS Cre-U6sgRNA-ex2-NF1,Yes,44249,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,full brain,HCI-21-26024,NA,yes,No,Massive tumor encasing head. Brain unremovable.,NA,NA,NA,2021-01-20,Brain,1,NA,NA,NA,1
26037,RH,2021-04-01,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-01,2021-01-22,RCAS Cre U6 sgRNA Ex2 NF1,looked like a domed head at first that manifested as a large head tumor,44273,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,and head tumor,No,Brain and head tumor,NA,NA,NA,NA,"Mouse was healthy in all aspects except for head tumor that was reaching 2cm. Brain and tumor were FFPE, part of tumor was also frozen and used to grow a cell line from.",NA,NA,NA,2021-01-20,Brain and head tumor,1,NA,NA,NA,NA
26038,RH,2021-04-13,,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-13,2021-01-26,RCAS Cre U6 sgRNA Ex2 NF1,yes,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,T1,No,"Brain, T1",NA,NA,NA,NA,"tiny mass on top of skull, could see some tissue is on opposite side (inside) of skull as well, fixed entire piece of skull with that possible beginning of a tumor, will need to decalify if submitting to histology",NA,NA,NA,2021-01-24,"Brain, T1",1,NA,NA,NA,1
26039,RH,2021-04-05,,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,2021-04-05,2021-01-26,RCAS Cre U6 sgRNA Ex2 NF1,yes,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,,No,Brain,NA,NA,NA,NA,"losing mobility in hind legs, fully paralyzed when it was sacked",NA,NA,NA,2021-01-24,Brain,1,NA,NA,NA,1
