"mouse_num","dob","injection_date","sac_date","nec_date","nec_by","dox_tx","zinc_fixed","parafin_block_number_s","slide_number_s","h_e","gross_visualization_of_lung_nodules","tumor_bool","nec_comments","tis_brain","tis_optic_n","tis_lung","tis_liver","tis_spinal_c","tis_cran_n","tis_eye","tum_neck","tum_cran_n","tum_spinal_c","tum_head","tum_low_back_ribs","tum_skin","tum_extracranial","tum_shoulder","tum_brain","tum_kidney","tum_bladder","tum_eye","paralysis","abnormal_appearance","nec_NED","xclude","img_sample","staining","img_path","img_date","img_by","slide_date","slide_label","slide_number"
26037,2021-01-20,2021-01-22,2021-04-01,2021-04-01,"RH",,"No",,,,,1,"looked like a domed head at first that manifested as a large head tumor. ... Mouse was healthy in all aspects except for head tumor that was reaching 2cm. Brain and tumor were FFPE, part of tumor was also frozen and used to grow a cell line from. ... Collected: Brain and head tumor ... Formalin Fixed: Brain and head tumor",1,,,,,,,,,,"1",,,,,,,,,,1,,,"T1","PERK","E:/CaseViewer Files/ihc nf1 glioma/slide-2022-05-24T13-13-07-R1-S4.mrxs",2022-05-24,"TE",2022-05-03,"Perk",2
26014,2021-01-20,2021-01-22,2021-04-12,2021-04-12,"RH",,"No",,,,,1,"severly paralized to where it looks like it couldn't control bowel movements or urination, noticed on a Monday, but looked fine when it was last looked at on a Friday. Upon necropsy, brain looks normal, huge tumor around the base of the spinal cord, some of the tumor was frozen, used to make a cell line, and fixed. ... Collected: Brain, T1 ... Formalin Fixed: Brain, T1",1,,,,,,,,,"T1",,,,,,,,,,1,1,,,"T1","PERK","E:/CaseViewer Files/ihc nf1 glioma/slide-2022-05-24T13-20-55-R1-S5.mrxs",2022-05-24,"TE",2022-05-03,"Perk",2
26014,2021-01-20,2021-01-22,2021-04-12,2021-04-12,"RH",,"No",,,,,1,"severly paralized to where it looks like it couldn't control bowel movements or urination, noticed on a Monday, but looked fine when it was last looked at on a Friday. Upon necropsy, brain looks normal, huge tumor around the base of the spinal cord, some of the tumor was frozen, used to make a cell line, and fixed. ... Collected: Brain, T1 ... Formalin Fixed: Brain, T1",1,,,,,,,,,"T1",,,,,,,,,,1,1,,,"T1","Ki67","E:/CaseViewer Files/ihc nf1 glioma/slide-2022-05-24T13-26-59-R1-S6.mrxs",2022-05-24,"TE",2022-05-10,"Ki67",5
28202,2021-10-12,2021-10-14,2021-12-27,2021-12-27,"RE",,"No",,,,,1,"intracranial tumor, sacked for tumor burden. Left frontal lobe was caved in from tumor. Tumor was attached to skull. Slice of tumor was cryopreserved. Liver had blood clot, lungs looked normal. ... Collected: Brain, Lungs, Liver, T1 ... Formalin Fixed: Brain, Lungs, Liver, T1",1,,1,1,,,,,,,,,,,,"T1",,,,,1,,,"T1","Ki67","E:/CaseViewer Files/ihc nf1 glioma/slide-2022-05-24T13-33-34-R1-S7.mrxs",2022-05-24,"TE",,"Ki67",3
28204,2021-10-12,2021-10-14,2022-01-03,2021-01-03,"RE",,"No",,,,,0,"Red, Sunken Eyes,Head bulge. ... Red, sunken eyes, head bulge, soft skull, fat on heart, no obs. Tumor, possible blood clot on liver ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,1,,,"B","PERK","E:/CaseViewer Files/ihc nf1 glioma/slide-2022-06-07T11-49-09-R1-S1.mrxs",2022-06-07,"TE",,"Perk",5
26280,2021-02-19,2021-02-21,2021-05-05,2021-05-05,"RH",,"No",,,,,0,"mouse was bloated and looks like it is full of gas, there was an enlarged cranial nerve that was just kept for making a cell line with ... Collected: Brain, cranial nerve ... Formalin Fixed: Brain",1,,,,,1,,,,,,,,,,,,,,,1,,,"B","Ki67","E:/CaseViewer Files/ihc nf1 glioma/slide-2022-06-07T12-04-12-R1-S2.mrxs",2022-06-07,"TE",2022-05-12,"Ki67",2
28202,2021-10-12,2021-10-14,2021-12-27,2021-12-27,"RE",,"No",,,,,1,"intracranial tumor, sacked for tumor burden. Left frontal lobe was caved in from tumor. Tumor was attached to skull. Slice of tumor was cryopreserved. Liver had blood clot, lungs looked normal. ... Collected: Brain, Lungs, Liver, T1 ... Formalin Fixed: Brain, Lungs, Liver, T1",1,,1,1,,,,,,,,,,,,"T1",,,,,1,,,"T1","Ki67","E:/CaseViewer Files/ihc nf1 glioma/slide-2022-06-07T12-14-00-R1-S4.mrxs",2022-06-07,"TE",,"Ki67",3
29387,2022-02-09,2022-02-10,2022-04-05,2022-04-05,"RE",,"No",,,,,1,"head bulge, hunched back, ruffled fur. Upon necropsy, likely from hydrocephalus. Brain was like a deflated balloon, and fluid flowed from the skull upon dissection. Will submit to histology for confirmation ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,"B","PERK","E:/CaseViewer Files/ihc nf1 glioma/slide-2022-06-07T12-18-53-R1-S5.mrxs",2022-06-07,"TE",2022-05-02,"Perk",2
29387,2022-02-09,2022-02-10,2022-04-05,2022-04-05,"RE",,"No",,,,,1,"head bulge, hunched back, ruffled fur. Upon necropsy, likely from hydrocephalus. Brain was like a deflated balloon, and fluid flowed from the skull upon dissection. Will submit to histology for confirmation ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,"B","Ki67","E:/CaseViewer Files/ihc nf1 glioma/slide-2022-06-07T12-31-40-R1-S6.mrxs",2022-06-07,"TE",2022-05-10,"Ki67",3
26280,2021-02-19,2021-02-21,2021-05-05,2021-05-05,"RH",,"No",,,,,0,"mouse was bloated and looks like it is full of gas, there was an enlarged cranial nerve that was just kept for making a cell line with ... Collected: Brain, cranial nerve ... Formalin Fixed: Brain",1,,,,,1,,,,,,,,,,,,,,,1,,,,"H&E","E:/CaseViewer Files/ihc nf1 glioma/slide-2022-06-07T13-07-50-R1-S2.mrxs",2022-06-07,"TE",,,1
26014,2021-01-20,2021-01-22,2021-04-12,2021-04-12,"RH",,"No",,,,,1,"severly paralized to where it looks like it couldn't control bowel movements or urination, noticed on a Monday, but looked fine when it was last looked at on a Friday. Upon necropsy, brain looks normal, huge tumor around the base of the spinal cord, some of the tumor was frozen, used to make a cell line, and fixed. ... Collected: Brain, T1 ... Formalin Fixed: Brain, T1",1,,,,,,,,,"T1",,,,,,,,,,1,1,,,"T1","Ki67","E:/CaseViewer Files/ihc nf1 glioma/Synaptophysin and GFAP and KI67/slide-2022-06-27T10-08-47-R1-S1.mrxs",2022-06-27,"TE",2022-06-22,"Ki67",3
26009,2021-01-20,2021-01-22,2021-03-29,2021-03-30,"RH",,"No",,,,,1,"large head tumor. ... Mouse was healthy in all aspects except for head tumor that was reaching 2cm. Brain and tumor were FFPE, part of tumor was also frozen and used to grow a cell line from. ... Collected: Brain and head tumor ... Formalin Fixed: Brain and head tumor",1,,,,,,,,,,"1",,,,,,,,,,,,,"T1","Ki67","E:/CaseViewer Files/ihc nf1 glioma/Synaptophysin and GFAP and KI67/slide-2022-06-27T10-15-27-R1-S2.mrxs",2022-06-27,"TE",2022-06-22,"Ki67",1
28202,2021-10-12,2021-10-14,2021-12-27,2021-12-27,"RE",,"No",,,,,1,"intracranial tumor, sacked for tumor burden. Left frontal lobe was caved in from tumor. Tumor was attached to skull. Slice of tumor was cryopreserved. Liver had blood clot, lungs looked normal. ... Collected: Brain, Lungs, Liver, T1 ... Formalin Fixed: Brain, Lungs, Liver, T1",1,,1,1,,,,,,,,,,,,"T1",,,,,1,,,"T1","GFAP","E:/CaseViewer Files/ihc nf1 glioma/Synaptophysin and GFAP and KI67/slide-2022-06-27T10-30-38-R1-S3.mrxs",2022-06-27,"TE",2022-06-22,"GFAP",4
28202,2021-10-12,2021-10-14,2021-12-27,2021-12-27,"RE",,"No",,,,,1,"intracranial tumor, sacked for tumor burden. Left frontal lobe was caved in from tumor. Tumor was attached to skull. Slice of tumor was cryopreserved. Liver had blood clot, lungs looked normal. ... Collected: Brain, Lungs, Liver, T1 ... Formalin Fixed: Brain, Lungs, Liver, T1",1,,1,1,,,,,,,,,,,,"T1",,,,,1,,,"T1","Synaptophysin","E:/CaseViewer Files/ihc nf1 glioma/Synaptophysin and GFAP and KI67/slide-2022-06-27T10-34-54-R1-S4.mrxs",2022-06-27,"TE",2022-06-22,"Synaptophysin",2
28202,2021-10-12,2021-10-14,2021-12-27,2021-12-27,"RE",,"No",,,,,1,"intracranial tumor, sacked for tumor burden. Left frontal lobe was caved in from tumor. Tumor was attached to skull. Slice of tumor was cryopreserved. Liver had blood clot, lungs looked normal. ... Collected: Brain, Lungs, Liver, T1 ... Formalin Fixed: Brain, Lungs, Liver, T1",1,,1,1,,,,,,,,,,,,"T1",,,,,1,,,"B","Synaptophysin","E:/CaseViewer Files/ihc nf1 glioma/Synaptophysin and GFAP and KI67/slide-2022-06-27T10-39-46-R1-S5.mrxs",2022-06-27,"TE",2022-06-22,"Synaptophysin",3
28203,2021-10-12,2021-10-13,2022-01-03,2022-01-03,"RE",,"No",,,,,1,"Little Mobility in back legs,Trouble breathing,Red, sunken eyes,Extremely Underweight. ... Red, sunken eyes, possible blood clot on the liver, extracranial tumor, soft brain, little mobility on back legs, extremely underweight, normal lungs ... Collected: T1, Brain, Lungs, Liver ... Formalin Fixed: T1, Brain, Lungs, Liver",1,,1,1,,,,,,,,,,"T1",,,,,,,1,,,"T1","GFAP","E:/CaseViewer Files/ihc nf1 glioma/Synaptophysin and GFAP and KI67/slide-2022-06-27T10-51-24-R1-S6.mrxs",2022-06-27,"TE",2022-06-22,"GFAP",2
28208,2021-10-12,2021-10-14,2021-12-22,2021-12-22,"RE",,"No",,,,,1,"extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?) ... Collected: Brain, Lungs, Liver, T1, T2, T3 ... Formalin Fixed: Brain, Lungs, Liver, T1, T2, T3",1,,1,1,,,,,,,,,,"T1",,,"T2","T3",,1,1,,,"T1","GFAP","E:/CaseViewer Files/ihc nf1 glioma/Synaptophysin and GFAP and KI67/slide-2022-06-27T10-56-57-R1-S7.mrxs",2022-06-27,"TE",2022-06-22,"GFAP",1
26276,2021-02-19,2021-02-21,2021-05-17,2021-05-17,"RH",,"No",,,,,1,"tumor observable on the base of spine (T1), mouse is showing partial paralysis in hind legs, also small head tumor developing (T2), froze and made cell lines of each tumor and fixed part of T1. ... Collected: Brain, spinal cord tumor (T1), head tumor (T2) ... Formalin Fixed: Brain, T1",1,,,,,,,,,"T1","T2",,,,,,,,,1,,,,"T1","Synaptophysin","E:/CaseViewer Files/ihc nf1 glioma/Synaptophysin and GFAP and KI67/slide-2022-06-27T11-06-52-R1-S8.mrxs",2022-06-27,"TE",2022-06-22,"Synaptophysin",4
26037,2021-01-20,2021-01-22,2021-04-01,2021-04-01,"RH",,"No",,,,,1,"looked like a domed head at first that manifested as a large head tumor. ... Mouse was healthy in all aspects except for head tumor that was reaching 2cm. Brain and tumor were FFPE, part of tumor was also frozen and used to grow a cell line from. ... Collected: Brain and head tumor ... Formalin Fixed: Brain and head tumor",1,,,,,,,,,,"1",,,,,,,,,,1,,,"T1","Synaptophysin","E:/CaseViewer Files/ihc nf1 glioma/Synaptophysin and GFAP and KI67/slide-2022-06-27T11-11-41-R1-S9.mrxs",2022-06-27,"TE",2022-06-22,"Synaptophysin",2
28208,2021-10-12,2021-10-14,2021-12-22,2021-12-22,"RE",,"No",,,,,1,"extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?) ... Collected: Brain, Lungs, Liver, T1, T2, T3 ... Formalin Fixed: Brain, Lungs, Liver, T1, T2, T3",1,,1,1,,,,,,,,,,"T1",,,"T2","T3",,1,1,,,"T1","Synaptophysin","E:/CaseViewer Files/ihc nf1 glioma/Synaptophysin and GFAP and KI67/slide-2022-06-27T11-20-51-R1-S10.mrxs",2022-06-27,"TE",2022-06-22,"Synaptophysin",2
26014,2021-01-20,2021-01-22,2021-04-12,2021-04-12,"RH",,"No",,,,,1,"severly paralized to where it looks like it couldn't control bowel movements or urination, noticed on a Monday, but looked fine when it was last looked at on a Friday. Upon necropsy, brain looks normal, huge tumor around the base of the spinal cord, some of the tumor was frozen, used to make a cell line, and fixed. ... Collected: Brain, T1 ... Formalin Fixed: Brain, T1",1,,,,,,,,,"T1",,,,,,,,,,1,1,,,"T1","Synaptophysin","E:/CaseViewer Files/ihc nf1 glioma/Synaptophysin and GFAP and KI67/slide-2022-06-27T11-31-46-R1-S11.mrxs",2022-06-27,"TE",2022-06-22,"Synaptophysin",1
28203,2021-10-12,2021-10-13,2022-01-03,2022-01-03,"RE",,"No",,,,,1,"Little Mobility in back legs,Trouble breathing,Red, sunken eyes,Extremely Underweight. ... Red, sunken eyes, possible blood clot on the liver, extracranial tumor, soft brain, little mobility on back legs, extremely underweight, normal lungs ... Collected: T1, Brain, Lungs, Liver ... Formalin Fixed: T1, Brain, Lungs, Liver",1,,1,1,,,,,,,,,,"T1",,,,,,,1,,,"T1","Synaptophysin","E:/CaseViewer Files/ihc nf1 glioma/Synaptophysin and GFAP and KI67/slide-2022-06-27T11-38-09-R1-S12.mrxs",2022-06-27,"TE",2022-06-22,"Synaptophysin",3
28202,2021-10-12,2021-10-14,2021-12-27,2021-12-27,"RE",,"No",,,,,1,"intracranial tumor, sacked for tumor burden. Left frontal lobe was caved in from tumor. Tumor was attached to skull. Slice of tumor was cryopreserved. Liver had blood clot, lungs looked normal. ... Collected: Brain, Lungs, Liver, T1 ... Formalin Fixed: Brain, Lungs, Liver, T1",1,,1,1,,,,,,,,,,,,"T1",,,,,1,,,"T1","H&E","E:/CaseViewer Files/NF1 Glioma IHC Figure Files/slide-2022-04-06T14-00-50-R1-S1.mrxs",2022-04-06,"RE",,,1
23291,2020-04-03,2020-04-05,2020-06-29,2020-06-30,"ZL","No",,"HCI -20-23291-BR",1,"yes",,1,"Blind and disfigured from tumors growing on head. ... Effectively blind, tumors on face and head completely swelled eyes shut.. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,,,"1",,,,,,,,,,,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T13-36-14-R2-S1.mrxs",2021-09-16,"RH",,,3
23294,2020-04-03,2020-04-05,2020-07-21,2020-07-21,"ZL","No",,"HCI -20-23294-BR",1,"yes",,1,"Very large tumor growing out of bone on skull at location of injection. Enlarged cranial nerve on posterior right side of head.. ... Very large tumor growing outside of skull + complete paralysis. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,,,,,,"1",,,,,,1,,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T13-47-44-R2-S2.mrxs",2021-09-16,"RH",,,6
23527,2020-04-22,2020-04-23,2020-07-27,2020-07-27,"ZL","No",,,1,"yes",,1,"Hollow left hemisphere maybe filled with liquid + tumor on right posterior cranial nerve. ... Complete paralysis.. ... 2020-06-04 Slight domed head noticed ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,1,1,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T13-59-12-R2-S3.mrxs",2021-09-16,"RH",,,6
23786,2020-05-23,2020-05-24,2020-07-27,2020-07-27,"ZL","No",,,1,"yes",,2,"Mushy gray tissue underneath brain surrounding cranial nerves, brain softer than normal enlarged as well. ... Completely paralyzed.. ... 2020-07-20 Slight domed head noticed ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,1,1,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T14-27-29-R2-S5.mrxs",2021-09-16,"RH",,,3
23792,2020-05-23,2020-05-24,2020-08-13,2020-08-13,"ZL","No",,,1,"yes",,1,"small cranial nerve tumor. ... difficulty breathing. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,,1,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T14-51-11-R2-S6.mrxs",2021-09-16,"RH",,,3
23823,2020-05-28,2020-05-29,2020-07-21,2020-07-21,"ZL","No",,"HCI -20-23823-BR",1,"yes",,1,"Very large brain which accounted for domed head, large tumor underneath brain surrounding left frontal cranial nerve.. ... slight domed head and complete paralysis.. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,1,,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T15-03-08-R2-S7.mrxs",2021-09-16,"RH",,,3
23866,2020-05-30,2020-06-01,2020-08-07,2020-08-07,"ZL","No",,,1,"yes",,1,"Medium sized necrotic tumor underneath brain surrounding cranial nerves and brain.. ... Weak and sickly with domed head. ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,,,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T15-16-24-R2-S8.mrxs",2021-09-16,"RH",,,3
25690,2020-12-19,2020-12-22,2021-04-13,2021-04-13,"RH",,"No",,,,,1,"mouse is showing signs of partial paralysis on 4/7. Head is tilted to one side, but still able to move around. Could have gone longer, but no sense risking mouse dying on own. Necropsy showed bulge in left top of skull, under the left side of brain looked to be a glioma, attached a little to the base of the cranial cavity and partially attached to the brain, sort of mushy, cut some off to freeze and make cell line from as well as fixed the rest with the brain ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,"1",,,,,,,,,,,1,1,,,,"H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T15-29-36-R2-S9.mrxs",2021-09-16,"RH",,"original",3
25694,2020-12-19,2020-12-22,2021-04-09,2021-04-09,"RH",,"No",,,,,0,"mouse was loosing mobility in hind legs and I didn't want to chance it over the weekend. I noticed a mass of tissue under the brain, not sure if it was an enlarged cranial nerve or that ""necrotic"" tissue Zia noticed before. Growing that tissue as a cell line, but too small for fixing it or freezing it as well ... Collected: Brain, mushy mass under brain ... Formalin Fixed: Brain, mushy mass under brain",1,,,,,1,,,"1",,,,,,,,,,,1,1,,,,"H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T15-43-10-R2-S10.mrxs",2021-09-16,"RH",,,3
25741,2020-12-26,2020-12-28,2021-05-14,2021-05-21,"RH",,"No",,,,,1,"mouse looked like it was becoming emanciated and starting to have a hunched back, upon necropsy, there was a cranial nerve tumor somewhat attched to the base of the cranial cavity, and not as attached to the brain. A part of the tumor was fixed with the brain, while another part was frozen and used for a cell line. ... Collected: Brain, cranial nerve tumor ... Formalin Fixed: Brain",1,,,,,,,,"1",,,,,,,,,,,,1,,,,"H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T15-53-50-R2-S11.mrxs",2021-09-16,"RH",,,3
25767,2020-12-28,2021-12-28,2021-03-17,2021-03-17,"ZL",,"No","HCI-21-25767",,"yes","No",0,"paralyzed. ... Brain looked normal ... Collected: Brain ... Formalin Fixed: full brain",1,,,,,,,,,,,,,,,,,,,1,,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T16-18-38-R2-S12.mrxs",2021-09-16,"RH",,,3
26066,2021-01-24,2021-01-26,2021-04-26,2021-04-26,"RH",,"No",,,,,0,"bulge noticed in scrotum and mouse is more emanciated than others in cage, it is a hernia, no sign of tumor ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T18-31-47-R2-S2.mrxs",2021-09-16,"RH",,,3
26137,2021-01-31,2021-02-02,2021-04-05,2021-04-05,"RH",,"No",,,,,2,"Found dead on a Monday, so could have died up to 3 days earlier. Brain was sort of mushy, so it was not in the best condition, but was able to be removed for histology. No other signs of tumor. ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T18-43-19-R2-S3.mrxs",2021-09-16,"RH",,,3
26143,2021-01-31,2021-02-02,2021-06-23,2021-06-23,"RH",,"No",,,,"No",0,"mouse is puffy, not moving around much, slow breathing. ... Brain looked uncharacteristically white and it did not separate from the skull cleanly ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,1,,,,"H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T19-09-51-R2-S5.mrxs",2021-09-16,"RH",,,3
23966,2020-06-15,2020-06-18,2020-10-02,2020-10-30,"ZL","No",,,1,"yes",,1,"Large tumor growing underneath brain, and small growth under skin on shoulder.. ... Mouse was very sickly barely moving. ... Collected: Brain, tumor underneath brain as well as shoulder tumor. Brain tumor and shoulder tumor used to create cell lines. Frozen sample of nerve tumor as well ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,1,"1",,,,,,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-29T10-17-35-R2-S1.mrxs",2021-09-29,"RH",,,3
25025,2020-10-13,2020-10-14,2021-01-27,2021-01-27,"RH",,"No","HCI-20-25025",,"yes","No",1,"lethargic, domed head, hunched back. ... brain looked hollow, fixed the entire brain just incase it was a rare brain tumor. Brainstem/spinal chord looked enlarged. Not a big enough tumor to justify fixing and freezing a portion, so I just trypsinized it for a cell line. ... Collected: Brain, spinal cord/brain stem ... Formalin Fixed: full brain",1,,,,1,,,,,"1",,,,,,,,,,,1,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-29T10-29-20-R2-S2.mrxs",2021-09-29,"RH",,,3
23527,2020-04-22,2020-04-23,2020-07-27,2020-07-27,"ZL","No",,,1,"yes",,1,"Hollow left hemisphere maybe filled with liquid + tumor on right posterior cranial nerve. ... Complete paralysis.. ... 2020-06-04 Slight domed head noticed ... Collected: Brain ... Formalin Fixed: Yes",1,,,,,,,,"1",,,,,,,,,,,1,1,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T13-24-54-R1-S10.mrxs",2021-07-08,"RH",,"*",1
25025,2020-10-13,2020-10-14,2021-01-27,2021-01-27,"RH",,"No","HCI-20-25025",,"yes","No",1,"lethargic, domed head, hunched back. ... brain looked hollow, fixed the entire brain just incase it was a rare brain tumor. Brainstem/spinal chord looked enlarged. Not a big enough tumor to justify fixing and freezing a portion, so I just trypsinized it for a cell line. ... Collected: Brain, spinal cord/brain stem ... Formalin Fixed: full brain",1,,,,1,,,,,"1",,,,,,,,,,,1,,,"B","H&E","E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T13-37-23-R1-S11.mrxs",2021-07-08,"RH",,"*",1
